timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-03-26T08:00:10,max,session_20260326_080010.jsonl,0.6390549999999999,1114,46185,272201,1555,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.05182724999999999,""in"":30611,""out"":706,""cache_read"":0,""cache_create"":14149},""claude-opus-4-5-20251101"":{""cost"":0.13881125,""in"":6,""out"":204,""cache_read"":0,""cache_create"":21389},""claude-sonnet-4-5-20250929"":{""cost"":0.44841650000000005,""in"":1134,""out"":2713,""cache_read"":276715,""cache_create"":80348}}"
2026-03-26T18:00:11,max,session_20260326_180011.jsonl,0.6109318999999998,46,47142,397969,2081,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.05658425000000001,""in"":35198,""out"":740,""cache_read"":0,""cache_create"":14149},""claude-sonnet-4-5-20250929"":{""cost"":0.41448640000000003,""in"":56,""out"":2931,""cache_read"":400228,""cache_create"":64076},""claude-opus-4-5-20251101"":{""cost"":0.13986125,""in"":6,""out"":246,""cache_read"":0,""cache_create"":21389}}"
2026-03-26T00:00:10,beth,session_20260326_000010.jsonl,0.60041255,1145,37452,254926,2155,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.40606354999999994,""in"":1165,""out"":3503,""cache_read"":259441,""cache_create"":67251},""claude-haiku-4-5-20251001"":{""cost"":0.05068775000000001,""in"":29194,""out"":740,""cache_read"":0,""cache_create"":14235},""claude-opus-4-5-20251101"":{""cost"":0.14366125,""in"":6,""out"":355,""cache_read"":0,""cache_create"":21561}}"
2026-03-26T10:00:18,beth,session_20260326_100018.jsonl,0.5375251999999999,41,29602,418426,1915,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.14361125,""in"":6,""out"":353,""cache_read"":0,""cache_create"":21561},""claude-haiku-4-5-20251001"":{""cost"":0.05244575,""in"":31332,""out"":664,""cache_read"":0,""cache_create"":14235},""claude-sonnet-4-5-20250929"":{""cost"":0.34146819999999994,""in"":51,""out"":2741,""cache_read"":420684,""cache_create"":43732}}"
2026-03-26T20:00:11,beth,session_20260326_200011.jsonl,0.5146244,51,47656,313618,2144,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.06637975000000002,""in"":43891,""out"":939,""cache_read"":0,""cache_create"":14235},""claude-opus-4-5-20251101"":{""cost"":0.14313625,""in"":6,""out"":334,""cache_read"":0,""cache_create"":21561},""claude-sonnet-4-5-20250929"":{""cost"":0.30510839999999995,""in"":51,""out"":2144,""cache_read"":313618,""cache_create"":47656}}"
2026-03-26T02:00:10,susan,session_20260326_020010.jsonl,0.5127600000000001,35,48632,327050,2049,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13936125,""in"":6,""out"":211,""cache_read"":0,""cache_create"":21449},""claude-haiku-4-5-20251001"":{""cost"":0.062073750000000004,""in"":40345,""out"":801,""cache_read"":0,""cache_create"":14179},""claude-sonnet-4-5-20250929"":{""cost"":0.3113250000000001,""in"":35,""out"":2049,""cache_read"":327050,""cache_create"":48632}}"
2026-03-26T12:00:11,susan,session_20260326_120011.jsonl,0.5587956999999999,78,41072,501399,2880,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.07458575,""in"":51812,""out"":1010,""cache_read"":0,""cache_create"":14179},""claude-sonnet-4-5-20250929"":{""cost"":0.34787369999999995,""in"":78,""out"":2880,""cache_read"":501399,""cache_create"":41072},""claude-opus-4-5-20251101"":{""cost"":0.13633625,""in"":6,""out"":90,""cache_read"":0,""cache_create"":21449}}"
2026-03-26T22:00:10,susan,session_20260326_220010.jsonl,0.9839690999999998,56,53063,477109,2408,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.7793261000000001,""in"":100,""out"":4589,""cache_read"":531837,""cache_create"":133504},""claude-haiku-4-5-20251001"":{""cost"":0.06703174999999999,""in"":44778,""out"":906,""cache_read"":0,""cache_create"":14179},""claude-opus-4-5-20251101"":{""cost"":0.13761125,""in"":6,""out"":141,""cache_read"":0,""cache_create"":21449}}"
2026-03-26T00:20:10,debater,session_20260326_002010.jsonl,0.46590680000000007,43,39229,262996,2108,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13909875,""in"":6,""out"":231,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.0690515,""in"":46629,""out"":955,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.25775655000000003,""in"":43,""out"":2108,""cache_read"":262996,""cache_create"":39229}}"
2026-03-26T03:20:10,debater,session_20260326_032010.jsonl,0.45488445000000005,33,47368,193534,1397,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13517375,""in"":6,""out"":74,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.0629665,""in"":40049,""out"":1054,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.25674420000000003,""in"":33,""out"":1397,""cache_read"":193534,""cache_create"":47368}}"
