timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-03-25T02:00:18,max,session_20260325_020018.jsonl,0.5174375999999999,38,40815,175864,1897,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13891125,""in"":6,""out"":208,""cache_read"":0,""cache_create"":21389},""claude-haiku-4-5-20251001"":{""cost"":0.054028250000000014,""in"":30982,""out"":1072,""cache_read"":0,""cache_create"":14149},""claude-sonnet-4-5-20250929"":{""cost"":0.32449809999999996,""in"":48,""out"":2877,""cache_read"":178122,""cache_create"":58070}}"
2026-03-25T12:00:11,max,session_20260325_120011.jsonl,0.7031375500000003,1181,50193,337352,2267,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.05698725,""in"":35856,""out"":689,""cache_read"":0,""cache_create"":14149},""claude-opus-4-5-20251101"":{""cost"":0.14166125,""in"":6,""out"":318,""cache_read"":0,""cache_create"":21389},""claude-sonnet-4-5-20250929"":{""cost"":0.50448905,""in"":1201,""out"":3949,""cache_read"":341866,""cache_create"":85091}}"
2026-03-25T22:00:10,max,session_20260325_220010.jsonl,0.8620551999999999,1070,56141,701556,3992,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.6559456999999999,""in"":1090,""out"":5233,""cache_read"":706069,""cache_create"":91296},""claude-haiku-4-5-20251001"":{""cost"":0.06389825,""in"":42632,""out"":716,""cache_read"":0,""cache_create"":14149},""claude-opus-4-5-20251101"":{""cost"":0.14221124999999998,""in"":6,""out"":340,""cache_read"":0,""cache_create"":21389}}"
2026-03-25T04:00:10,beth,session_20260325_040010.jsonl,0.7465635999999997,37,38046,507555,3200,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13871125,""in"":6,""out"":157,""cache_read"":0,""cache_create"":21561},""claude-haiku-4-5-20251001"":{""cost"":0.10257375000000003,""in"":79050,""out"":1146,""cache_read"":0,""cache_create"":14235},""claude-sonnet-4-5-20250929"":{""cost"":0.5052786,""in"":67,""out"":4912,""cache_read"":518192,""cache_create"":65584}}"
2026-03-25T14:00:11,beth,session_20260325_140011.jsonl,0.45721759999999995,41,18756,299939,2245,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.14318625,""in"":6,""out"":336,""cache_read"":0,""cache_create"":21561},""claude-haiku-4-5-20251001"":{""cost"":0.04060675,""in"":19738,""out"":615,""cache_read"":0,""cache_create"":14235},""claude-sonnet-4-5-20250929"":{""cost"":0.27342459999999996,""in"":51,""out"":2902,""cache_read"":302197,""cache_create"":34422}}"
2026-03-25T06:00:11,susan,session_20260325_060011.jsonl,0.7347377499999996,59,45787,905415,3763,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13593624999999998,""in"":6,""out"":74,""cache_read"":0,""cache_create"":21449},""claude-haiku-4-5-20251001"":{""cost"":0.09885375000000007,""in"":70190,""out"":2188,""cache_read"":0,""cache_create"":14179},""claude-sonnet-4-5-20250929"":{""cost"":0.49994775,""in"":59,""out"":3763,""cache_read"":905415,""cache_create"":45787}}"
2026-03-25T16:00:13,susan,session_20260325_160013.jsonl,0.77728355,929,30479,422062,2088,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.04045775,""in"":20449,""out"":457,""cache_read"":0,""cache_create"":14179},""claude-opus-4-5-20251101"":{""cost"":0.13776125,""in"":6,""out"":147,""cache_read"":0,""cache_create"":21449},""claude-sonnet-4-5-20250929"":{""cost"":0.5990645499999999,""in"":969,""out"":4715,""cache_read"":433021,""cache_create"":94807}}"
2026-03-25T00:20:18,debater,session_20260325_002018.jsonl,0.4657677999999997,51,33279,343811,3046,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.05166149999999999,""in"":29899,""out"":823,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.27378254999999996,""in"":51,""out"":3046,""cache_read"":343811,""cache_create"":33279},""claude-opus-4-5-20251101"":{""cost"":0.14032375,""in"":6,""out"":280,""cache_read"":0,""cache_create"":21327}}"
2026-03-25T03:20:11,debater,session_20260325_032011.jsonl,0.46321329999999983,38,45615,232386,1681,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13679875,""in"":6,""out"":139,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.06031349999999999,""in"":37716,""out"":990,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.26610105,""in"":38,""out"":1681,""cache_read"":232386,""cache_create"":45615}}"
2026-03-25T06:20:11,debater,session_20260325_062011.jsonl,0.5120940999999999,46,48089,326477,2048,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13847375,""in"":6,""out"":206,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.06448549999999999,""in"":42328,""out"":902,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.30913485,""in"":46,""out"":2048,""cache_read"":326477,""cache_create"":48089}}"
2026-03-25T09:20:11,debater,session_20260325_092011.jsonl,0.46224999999999994,46,32257,394490,1682,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.13999875,""in"":6,""out"":267,""cache_read"":0,""cache_create"":21327},""claude-sonnet-4-5-20250929"":{""cost"":0.26467874999999996,""in"":46,""out"":1682,""cache_read"":394490,""cache_create"":32257},""claude-haiku-4-5-20251001"":{""cost"":0.057572500000000006,""in"":36110,""out"":763,""cache_read"":0,""cache_create"":14118}}"
2026-03-25T12:20:10,debater,session_20260325_122010.jsonl,0.5622274999999999,48,36067,594230,3149,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13439875,""in"":6,""out"":43,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.06692949999999999,""in"":45042,""out"":848,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.3608992499999999,""in"":48,""out"":3149,""cache_read"":594230,""cache_create"":36067}}"
2026-03-25T15:20:18,debater,session_20260325_152018.jsonl,0.6717180000000001,46,36881,461343,2661,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13872375,""in"":6,""out"":216,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.14480750000000003,""in"":121020,""out"":1228,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.38818675,""in"":56,""out"":3204,""cache_read"":463600,""cache_create"":50901}}"
2026-03-25T18:20:16,debater,session_20260325_182016.jsonl,0.40824049999999995,43,18801,391855,2507,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.04199749999999999,""in"":20525,""out"":765,""cache_read"":0,""cache_create"":14118},""claude-opus-4-5-20251101"":{""cost"":0.14044875,""in"":6,""out"":285,""cache_read"":0,""cache_create"":21327},""claude-sonnet-4-5-20250929"":{""cost"":0.22579424999999997,""in"":43,""out"":2507,""cache_read"":391855,""cache_create"":18801}}"
2026-03-25T21:20:15,debater,session_20260325_212015.jsonl,0.49175185,43,42646,387007,2211,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13459875,""in"":6,""out"":51,""cache_read"":0,""cache_create"":21327},""claude-haiku-4-5-20251001"":{""cost"":0.0478345,""in"":26762,""out"":685,""cache_read"":0,""cache_create"":14118},""claude-sonnet-4-5-20250929"":{""cost"":0.3093186,""in"":43,""out"":2211,""cache_read"":387007,""cache_create"":42646}}"
2026-03-25T08:00:14,gerald,session_20260325_080014.jsonl,0.23076825,38,14589,193795,1502,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.08798200000000002,""in"":21570,""out"":2181,""cache_read"":193795,""cache_create"":28902},""claude-opus-4-5-20251101"":{""cost"":0.14278625,""in"":6,""out"":281,""cache_read"":0,""cache_create"":21717}}"
2026-03-25T18:00:10,gerald,session_20260325_180010.jsonl,0.23574114999999998,15,26829,74304,810,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.08950489999999997,""in"":24632,""out"":1203,""cache_read"":74304,""cache_create"":41142},""claude-opus-4-5-20251101"":{""cost"":0.14623625,""in"":6,""out"":419,""cache_read"":0,""cache_create"":21717}}"
2026-03-25T00:00:11,private_aye,session_20260325_000011.jsonl,0.5534944499999999,69,35682,508949,3573,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.05967649999999999,""in"":36564,""out"":938,""cache_read"":0,""cache_create"":14738},""claude-opus-4-5-20251101"":{""cost"":0.15352375000000001,""in"":6,""out"":498,""cache_read"":0,""cache_create"":22567},""claude-sonnet-4-5-20250929"":{""cost"":0.3402942,""in"":69,""out"":3573,""cache_read"":508949,""cache_create"":35682}}"
2026-03-25T10:00:11,private_aye,session_20260325_100011.jsonl,0.3696430500000001,51,17758,275711,1862,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.041680499999999995,""in"":20423,""out"":567,""cache_read"":0,""cache_create"":14738},""claude-opus-4-5-20251101"":{""cost"":0.15057375,""in"":6,""out"":380,""cache_read"":0,""cache_create"":22567},""claude-sonnet-4-5-20250929"":{""cost"":0.17738880000000004,""in"":51,""out"":1862,""cache_read"":275711,""cache_create"":17758}}"
2026-03-25T20:00:10,private_aye,session_20260325_200010.jsonl,0.9195448,61,56627,1322141,4408,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.09517450000000002,""in"":68902,""out"":1570,""cache_read"":0,""cache_create"":14738},""claude-sonnet-4-5-20250929"":{""cost"":0.67529655,""in"":61,""out"":4408,""cache_read"":1322141,""cache_create"":56627},""claude-opus-4-5-20251101"":{""cost"":0.14907375,""in"":6,""out"":320,""cache_read"":0,""cache_create"":22567}}"
