timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-03-18T00:00:11,max,session_20260318_000011.jsonl,0.7853156,1056,51331,604072,3203,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.06248750000000001,""in"":41230,""out"":714,""cache_read"":0,""cache_create"":14150},""claude-sonnet-4-5-20250929"":{""cost"":0.5855043499999999,""in"":1076,""out"":4484,""cache_read"":608592,""cache_create"":83317},""claude-opus-4-5-20251101"":{""cost"":0.13732375,""in"":6,""out"":144,""cache_read"":0,""cache_create"":21391}}"
2026-03-18T10:00:10,max,session_20260318_100010.jsonl,0.7108336999999998,1061,50910,385100,1987,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.14257375,""in"":6,""out"":354,""cache_read"":0,""cache_create"":21391},""claude-haiku-4-5-20251001"":{""cost"":0.062286499999999995,""in"":40759,""out"":768,""cache_read"":0,""cache_create"":14150},""claude-sonnet-4-5-20250929"":{""cost"":0.5059734499999999,""in"":1081,""out"":3512,""cache_read"":389614,""cache_create"":83511}}"
2026-03-18T20:00:10,max,session_20260318_200010.jsonl,0.5880973,1075,45434,222283,1319,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.04917475,""in"":28691,""out"":557,""cache_read"":0,""cache_create"":14159},""claude-opus-4-5-20251101"":{""cost"":0.14208625,""in"":6,""out"":330,""cache_read"":0,""cache_create"":21409},""claude-sonnet-4-5-20250929"":{""cost"":0.3968362999999999,""in"":1095,""out"":2517,""cache_read"":226796,""cache_create"":71402}}"
2026-03-18T02:00:11,beth,session_20260318_020011.jsonl,0.4839336999999999,53,35343,381079,2094,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.061606,""in"":39721,""out"":818,""cache_read"":0,""cache_create"":14236},""claude-opus-4-5-20251101"":{""cost"":0.14389875000000002,""in"":6,""out"":364,""cache_read"":0,""cache_create"":21563},""claude-sonnet-4-5-20250929"":{""cost"":0.27842895,""in"":53,""out"":2094,""cache_read"":381079,""cache_create"":35343}}"
2026-03-18T12:00:11,beth,session_20260318_120011.jsonl,0.5387396499999999,48,36666,498398,2726,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.13937375,""in"":6,""out"":183,""cache_read"":0,""cache_create"":21563},""claude-sonnet-4-5-20250929"":{""cost"":0.3280509,""in"":48,""out"":2726,""cache_read"":498398,""cache_create"":36666},""claude-haiku-4-5-20251001"":{""cost"":0.071315,""in"":49340,""out"":836,""cache_read"":0,""cache_create"":14236}}"
2026-03-18T22:00:10,beth,session_20260318_220010.jsonl,0.58303475,35,53195,465660,2294,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.14141125,""in"":6,""out"":260,""cache_read"":0,""cache_create"":21581},""claude-sonnet-4-5-20250929"":{""cost"":0.37369425,""in"":35,""out"":2294,""cache_read"":465660,""cache_create"":53195},""claude-haiku-4-5-20251001"":{""cost"":0.06792925000000001,""in"":46053,""out"":814,""cache_read"":0,""cache_create"":14245}}"
2026-03-18T04:00:10,susan,session_20260318_040010.jsonl,0.8184402000000004,64,36547,651181,3538,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.061132,""in"":39622,""out"":757,""cache_read"":0,""cache_create"":14180},""claude-opus-4-5-20251101"":{""cost"":0.14139875,""in"":6,""out"":292,""cache_read"":0,""cache_create"":21451},""claude-sonnet-4-5-20250929"":{""cost"":0.6159094499999999,""in"":94,""out"":5247,""cache_read"":659529,""cache_create"":82417}}"
2026-03-18T14:00:10,susan,session_20260318_140010.jsonl,0.7330555999999998,49,59477,801077,3380,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13574874999999997,""in"":6,""out"":66,""cache_read"":0,""cache_create"":21451},""claude-haiku-4-5-20251001"":{""cost"":0.08309799999999999,""in"":58418,""out"":1391,""cache_read"":0,""cache_create"":14180},""claude-sonnet-4-5-20250929"":{""cost"":0.5142088499999999,""in"":49,""out"":3380,""cache_read"":801077,""cache_create"":59477}}"
2026-03-18T00:20:10,debater,session_20260318_002010.jsonl,0.8287743499999997,55,53408,714794,3407,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.13781125,""in"":6,""out"":179,""cache_read"":0,""cache_create"":21329},""claude-sonnet-4-5-20250929"":{""cost"":0.61617335,""in"":75,""out"":4432,""cache_read"":719307,""cache_create"":83647},""claude-haiku-4-5-20251001"":{""cost"":0.07478975,""in"":52221,""out"":984,""cache_read"":0,""cache_create"":14119}}"
2026-03-18T03:20:10,debater,session_20260318_032010.jsonl,0.5761406500000003,60,50813,482003,2529,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13586125,""in"":6,""out"":101,""cache_read"":0,""cache_create"":21329},""claude-haiku-4-5-20251001"":{""cost"":0.06701474999999998,""in"":44606,""out"":952,""cache_read"":0,""cache_create"":14119},""claude-sonnet-4-5-20250929"":{""cost"":0.37326465000000003,""in"":60,""out"":2529,""cache_read"":482003,""cache_create"":50813}}"
