timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-02-23T09:00:01,max,session_20260223_090001.jsonl,0.7039067,51,40365,533909,2942,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.058797400000000014,""in"":49079,""out"":933,""cache_read"":11134,""cache_create"":3152},""claude-opus-4-5-20251101"":{""cost"":0.07567825,""in"":6,""out"":457,""cache_read"":11134,""cache_create"":9385},""claude-sonnet-4-5-20250929"":{""cost"":0.5694310499999999,""in"":81,""out"":4715,""cache_read"":542606,""cache_create"":81515}}"
2026-02-23T12:00:02,max,session_20260223_120002.jsonl,0.7113999499999997,1084,48331,507527,3130,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.07018864999999999,""in"":57849,""out"":1045,""cache_read"":11134,""cache_create"":4801},""claude-opus-4-5-20251101"":{""cost"":0.09011575,""in"":6,""out"":210,""cache_read"":11134,""cache_create"":12683},""claude-sonnet-4-5-20250929"":{""cost"":0.55109555,""in"":1104,""out"":4380,""cache_read"":512041,""cache_create"":82259}}"
2026-02-23T12:45:19,max,session_20260223_124519.jsonl,1.4403070000000002,29,62986,1354862,11359,False,claude-sonnet-4-6;claude-haiku-4-5-20251001,"{""claude-sonnet-4-6"":{""cost"":1.3552135,""in"":29,""out"":11359,""cache_read"":1354862,""cache_create"":62986},""claude-haiku-4-5-20251001"":{""cost"":0.08509350000000003,""in"":65831,""out"":1542,""cache_read"":0,""cache_create"":9242}}"
2026-02-23T15:00:01,max,session_20260223_150001.jsonl,0.7810146999999997,35,45438,983175,3070,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.09921574999999999,""in"":6,""out"":321,""cache_read"":11134,""cache_create"":13695},""claude-haiku-4-5-20251001"":{""cost"":0.08369215,""in"":71385,""out"":912,""cache_read"":11134,""cache_create"":5307},""claude-sonnet-4-5-20250929"":{""cost"":0.5981067999999999,""in"":45,""out"":4114,""cache_read"":985431,""cache_create"":61502}}"
2026-02-23T18:00:02,max,session_20260223_180002.jsonl,0.6050471000000001,35,31853,676516,2408,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.09965325,""in"":6,""out"":334,""cache_read"":11134,""cache_create"":13713},""claude-haiku-4-5-20251001"":{""cost"":0.06138039999999999,""in"":49197,""out"":885,""cache_read"":11134,""cache_create"":5316},""claude-sonnet-4-5-20250929"":{""cost"":0.44401345000000003,""in"":45,""out"":3417,""cache_read"":678774,""cache_create"":47731}}"
2026-02-23T21:00:02,max,session_20260223_210002.jsonl,0.6666156999999999,60,48625,871271,3129,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.49084004999999997,""in"":60,""out"":3129,""cache_read"":871271,""cache_create"":48625},""claude-haiku-4-5-20251001"":{""cost"":0.0751224,""in"":61969,""out"":1079,""cache_read"":11134,""cache_create"":5316},""claude-opus-4-5-20251101"":{""cost"":0.10065325,""in"":6,""out"":374,""cache_read"":11134,""cache_create"":13713}}"
2026-02-23T07:00:01,beth,session_20260223_070001.jsonl,0.7768695999999996,64,53752,986430,4586,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.0890444,""in"":77201,""out"":1326,""cache_read"":11134,""cache_create"":3280},""claude-opus-4-5-20251101"":{""cost"":0.07470325,""in"":6,""out"":354,""cache_read"":11134,""cache_create"":9641},""claude-sonnet-4-5-20250929"":{""cost"":0.6131219499999999,""in"":74,""out"":4985,""cache_read"":990604,""cache_create"":61585}}"
2026-02-23T10:00:02,beth,session_20260223_100002.jsonl,0.8105695,55,65237,996427,4801,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.0995944,""in"":86036,""out"":1261,""cache_read"":11134,""cache_create"":4912},""claude-opus-4-5-20251101"":{""cost"":0.09522825,""in"":6,""out"":359,""cache_read"":11134,""cache_create"":12905},""claude-sonnet-4-5-20250929"":{""cost"":0.6157468500000001,""in"":55,""out"":4801,""cache_read"":996427,""cache_create"":65237}}"
2026-02-23T13:00:01,beth,session_20260223_130001.jsonl,0.71470705,55,47681,870963,5273,False,claude-haiku-4-5-20251001;claude-opus-4-5-20251101;claude-sonnet-4-5-20250929,"{""claude-haiku-4-5-20251001"":{""cost"":0.09393865000000001,""in"":78179,""out"":1573,""cache_read"":11134,""cache_create"":5425},""claude-opus-4-5-20251101"":{""cost"":0.10141575,""in"":6,""out"":350,""cache_read"":11134,""cache_create"":13931},""claude-sonnet-4-5-20250929"":{""cost"":0.5193526500000001,""in"":55,""out"":5273,""cache_read"":870963,""cache_create"":47681}}"
2026-02-23T16:00:02,beth,session_20260223_160002.jsonl,0.8775726499999998,45,56247,1032504,5851,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.6803739999999998,""in"":55,""out"":6553,""cache_read"":1036680,""cache_create"":69576},""claude-haiku-4-5-20251001"":{""cost"":0.09182039999999998,""in"":77697,""out"":1236,""cache_read"":11134,""cache_create"":5464},""claude-opus-4-5-20251101"":{""cost"":0.10537825,""in"":6,""out"":489,""cache_read"":11134,""cache_create"":14009}}"
