timestamp,agent,session_file,total_cost_usd,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,is_error,models_used,model_costs_json
2026-03-13T00:00:17,max,session_20260313_000017.jsonl,1.0503517499999997,43,55708,925757,4173,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.14117375,""in"":6,""out"":293,""cache_read"":0,""cache_create"":21411},""claude-haiku-4-5-20251001"":{""cost"":0.188995,""in"":164750,""out"":1309,""cache_read"":0,""cache_create"":14160},""claude-sonnet-4-5-20250929"":{""cost"":0.720183,""in"":73,""out"":5630,""cache_read"":936030,""cache_create"":86588}}"
2026-03-13T10:00:14,max,session_20260313_100014.jsonl,1.03496475,2011,58889,930384,5046,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.8227180000000002,""in"":2051,""out"":7198,""cache_read"":941000,""cache_create"":103012},""claude-haiku-4-5-20251001"":{""cost"":0.07182300000000003,""in"":49323,""out"":960,""cache_read"":0,""cache_create"":14160},""claude-opus-4-5-20251101"":{""cost"":0.14042374999999999,""in"":6,""out"":263,""cache_read"":0,""cache_create"":21411}}"
2026-03-13T20:00:10,max,session_20260313_200010.jsonl,0.7618348,1042,52834,479068,3535,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.0668095,""in"":44357,""out"":953,""cache_read"":0,""cache_create"":14150},""claude-sonnet-4-5-20250929"":{""cost"":0.5581515499999999,""in"":1062,""out"":4788,""cache_read"":483581,""cache_create"":84819},""claude-opus-4-5-20251101"":{""cost"":0.13687375000000002,""in"":6,""out"":126,""cache_read"":0,""cache_create"":21391}}"
2026-03-13T02:00:10,beth,session_20260313_020010.jsonl,0.6310898999999996,40,50239,596478,3321,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.14159875,""in"":6,""out"":267,""cache_read"":0,""cache_create"":21583},""claude-haiku-4-5-20251001"":{""cost"":0.07221650000000002,""in"":49319,""out"":1018,""cache_read"":0,""cache_create"":14246},""claude-sonnet-4-5-20250929"":{""cost"":0.41727464999999997,""in"":40,""out"":3321,""cache_read"":596478,""cache_create"":50239}}"
2026-03-13T12:00:10,beth,session_20260313_120010.jsonl,0.5496974,64,38757,469938,3184,False,claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001;claude-opus-4-5-20251101,"{""claude-sonnet-4-5-20250929"":{""cost"":0.3342721499999999,""in"":64,""out"":3184,""cache_read"":469938,""cache_create"":38757},""claude-haiku-4-5-20251001"":{""cost"":0.07320149999999999,""in"":49954,""out"":1088,""cache_read"":0,""cache_create"":14246},""claude-opus-4-5-20251101"":{""cost"":0.14222375,""in"":6,""out"":292,""cache_read"":0,""cache_create"":21583}}"
2026-03-13T22:00:10,beth,session_20260313_220010.jsonl,0.5998019499999998,69,51184,506274,2979,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.13924875,""in"":6,""out"":178,""cache_read"":0,""cache_create"":21563},""claude-sonnet-4-5-20250929"":{""cost"":0.3887142,""in"":69,""out"":2979,""cache_read"":506274,""cache_create"":51184},""claude-haiku-4-5-20251001"":{""cost"":0.07183900000000001,""in"":48999,""out"":1009,""cache_read"":0,""cache_create"":14236}}"
2026-03-13T04:00:10,susan,session_20260313_040010.jsonl,0.9268111499999999,2161,56014,663372,4225,False,claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929;claude-opus-4-5-20251101,"{""claude-haiku-4-5-20251001"":{""cost"":0.07134349999999999,""in"":48841,""out"":953,""cache_read"":0,""cache_create"":14190},""claude-sonnet-4-5-20250929"":{""cost"":0.7151438999999999,""in"":2191,""out"":6104,""cache_read"":669803,""cache_create"":102952},""claude-opus-4-5-20251101"":{""cost"":0.14032375000000002,""in"":6,""out"":244,""cache_read"":0,""cache_create"":21471}}"
2026-03-13T14:00:11,susan,session_20260313_140011.jsonl,0.6060755000000001,79,41445,643154,3410,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.045965,""in"":3,""out"":47,""cache_read"":0,""cache_create"":7164},""claude-haiku-4-5-20251001"":{""cost"":0.07874149999999998,""in"":54039,""out"":1393,""cache_read"":0,""cache_create"":14190},""claude-sonnet-4-5-20250929"":{""cost"":0.48136899999999994,""in"":89,""out"":4052,""cache_read"":645415,""cache_create"":57786}}"
2026-03-13T00:20:10,debater,session_20260313_002010.jsonl,0.4800656499999999,41,43573,329168,1581,False,claude-opus-4-5-20251101;claude-sonnet-4-5-20250929;claude-haiku-4-5-20251001,"{""claude-opus-4-5-20251101"":{""cost"":0.14051125,""in"":6,""out"":282,""cache_read"":0,""cache_create"":21349},""claude-sonnet-4-5-20250929"":{""cost"":0.28598715,""in"":41,""out"":1581,""cache_read"":329168,""cache_create"":43573},""claude-haiku-4-5-20251001"":{""cost"":0.053567250000000004,""in"":32321,""out"":717,""cache_read"":0,""cache_create"":14129}}"
2026-03-13T03:20:10,debater,session_20260313_032010.jsonl,0.40283955,40,30551,244076,1487,False,claude-opus-4-5-20251101;claude-haiku-4-5-20251001;claude-sonnet-4-5-20250929,"{""claude-opus-4-5-20251101"":{""cost"":0.13748625,""in"":6,""out"":161,""cache_read"":0,""cache_create"":21349},""claude-haiku-4-5-20251001"":{""cost"":0.05513925,""in"":32783,""out"":939,""cache_read"":0,""cache_create"":14129},""claude-sonnet-4-5-20250929"":{""cost"":0.21021404999999996,""in"":40,""out"":1487,""cache_read"":244076,""cache_create"":30551}}"
